2.031191397025999650e-03 6.775115983257015912e-04
1.917823515055533737e-03 6.797294697946813574e-04
1.843932065730815055e-03 7.129963504437145496e-04
1.808080016338555395e-03 9.091870847290993820e-04
1.772419573410914141e-03 6.491676998414373789e-04
1.758319264403868315e-03 8.261723220410813195e-04
1.754532996510709290e-03 6.759282181184758740e-04
1.749750856407565744e-03 6.819502577408413256e-04
1.753737027189869718e-03 6.529550521465029211e-04
1.742518220487991555e-03 7.736409468800405477e-04
1.740545252753812264e-03 6.799032561887305339e-04
1.735487002438315576e-03 6.544233594825361921e-04
1.738626154953421899e-03 6.609719453625097349e-04
1.741287835495032750e-03 6.698537283364653424e-04
1.731471319825030443e-03 6.711956202104787592e-04
1.739882737340324318e-03 7.073815729723373098e-04
1.738258553753404146e-03 6.533431295267335456e-04
1.730564814215240343e-03 6.526978534544962450e-04
1.730491271584945956e-03 6.800898798164888015e-04
1.735890384248153610e-03 6.579502499370595749e-04
1.737019214757853881e-03 6.724916856507432089e-04
1.731103696409137934e-03 6.726322716584540260e-04
1.732203181655183602e-03 6.437798802602851585e-04
1.734193021540590034e-03 7.085882981879056955e-04
1.734079187014601420e-03 6.698084611416248125e-04
1.733729730670847870e-03 6.880912425280092271e-04
1.744613589532342324e-03 6.675378968225101914e-04
1.724731942541554751e-03 6.790299702584170604e-04
1.725926179956283404e-03 6.362654905424819677e-04
1.724568412981174323e-03 6.473490940227932117e-04
1.728896900874062580e-03 6.473299042596750413e-04
1.730283487351907306e-03 6.870686278533874331e-04
1.732828526274259040e-03 6.690830334169905330e-04
1.726469972715776856e-03 7.291021079006237927e-04
1.730278912729358047e-03 6.531316108653543312e-04
1.728107425018363596e-03 6.583868789955028573e-04
1.722452124978527711e-03 6.883521182716723346e-04
1.726008342804151614e-03 6.558797125260737871e-04
1.719175202202301647e-03 6.818340110307118031e-04
1.719593677237921288e-03 7.085725606570779248e-04
1.721351684139471074e-03 7.047734145556725687e-04
1.719476585625257003e-03 6.561303574392480078e-04
1.729209200288001243e-03 6.551130945028017707e-04
1.722927602194107696e-03 6.589560368520201716e-04
1.718489737819866962e-03 6.471005572252323812e-04
1.725173700079861037e-03 6.545728413422222027e-04
1.722885575922964655e-03 6.923273552885558053e-04
1.722805653478800799e-03 9.136416455094402552e-04
1.727703644889570051e-03 6.669135736882902217e-04
1.728192927549253039e-03 6.522921294054173256e-04
1.718253551441002985e-03 6.660662539541365714e-04
1.717533307907267645e-03 6.499555986995964301e-04
1.719898445485136063e-03 6.324984093294232224e-04
1.714179199792013365e-03 7.232109171106520249e-04
1.721368194983419848e-03 6.461496905572349262e-04
1.716324847100284641e-03 6.689756379100788566e-04
1.730258213904808723e-03 6.817959396811552756e-04
1.712100606290136405e-03 6.714495934639590343e-04
1.714809644838900023e-03 7.991003634332725881e-04
1.716202806683522937e-03 6.406184790079856453e-04
1.717009361314342838e-03 6.543712220314044925e-04
1.708846990139223192e-03 6.871265794467404072e-04
1.720532651740202482e-03 6.654669214880415537e-04
1.715111429803073406e-03 6.999606955206304692e-04
1.710640030159577560e-03 6.444452246344081888e-04
1.714497502872397742e-03 6.709987677483126396e-04
1.707783734299140417e-03 7.270636265293264813e-04
1.713470206477709203e-03 7.661354457097717527e-04
1.714635605529118978e-03 8.330404432412736064e-04
1.716963470574806938e-03 6.821405770036650332e-04
1.713807759118309362e-03 6.549668389795803517e-04
1.713271755809101437e-03 7.348872358925054391e-04
1.711651806038728182e-03 6.457679590618546715e-04
1.706137680949963882e-03 7.295685475172719635e-04
1.717016709225967479e-03 6.504706429585483795e-04
